order_id,product_id,quantity,unit_price,discount_amount
36,1729,1,1511.08,226.66
37,1816,3,3893.22,0
38,61,2,61851.37,6185.14
38,383,2,1396.9,419.07
38,2215,1,46127.45,0
39,1553,1,1646.83,329.37
40,1169,3,1203.63,722.18
40,1864,2,423.58,42.36
41,635,1,465.26,23.26
41,778,3,3071.39,0
41,1994,2,1854.7,0
42,206,3,1645.85,0
42,235,3,1846.72,277.01
43,281,3,914.43,0
43,329,3,3680.9,0
43,762,1,35372.61,0
44,163,2,21073.28,2107.33
44,336,2,270.78,0
44,2537,3,16986.27,2547.94
45,978,3,1618.54,0
45,1088,2,3890.14,1167.04
45,1287,2,9034.99,0
46,39,2,4568.98,456.9
47,301,1,7725.26,1158.79
47,410,1,14680.23,734.01
47,2203,1,3940.81,591.12
48,647,3,8584.08,0
48,1168,2,2685.8,537.16
49,33,1,3955.46,593.32
49,2167,2,3868.03,1160.41
49,2272,1,3922.18,0
50,2267,1,830.89,0
51,834,2,2280.11,684.03
51,863,3,225.64,33.85
51,1405,2,556.76,55.68
52,379,3,22800.84,0
53,15,3,4976.23,2985.74
53,181,2,637.64,127.53
54,1810,3,8490.17,2547.05
55,40,3,2639.84,1187.93
55,309,2,819.87,81.99
55,459,3,1419.97,0
56,1761,1,4546.45,0
57,164,1,38152.92,1907.65
57,1466,3,40731.91,0
58,634,1,834.49,0
58,1665,1,3489.16,523.37
58,2543,1,194.43,29.16
59,1017,3,6966.22,0
59,1687,2,9311.01,0
60,1928,1,527.51,0
61,1251,3,2025.82,0
61,1433,1,7547.74,0
62,285,3,47142.89,0
62,1142,2,26965.44,0
63,114,2,56767.86,0
63,473,3,26128.19,0
63,1357,2,5519.87,0
64,1285,3,7136.81,0
64,1788,3,451.48,0
64,2484,1,2083.8,208.38
65,2130,3,160.98,24.15
66,808,1,3681.06,552.16
66,1492,2,1567.14,156.71
66,1767,3,1932.77,579.83
67,1231,3,4650.17,0
67,1267,3,133875.06,0
67,2078,2,3304.88,330.49
68,713,2,528.31,52.83
68,1553,3,1646.83,247.02
69,1245,2,1489.78,0
70,1320,1,543.74,27.19
70,1905,3,932.99,0
70,2485,2,4538.69,0
71,1163,3,37490.02,5623.5
72,383,1,1396.9,0
72,963,1,596.39,0
72,1373,3,23389.06,0
73,299,3,567.16,85.07
73,2504,2,2481.54,0
74,1573,1,3650.07,0
74,1637,1,1563.7,156.37
74,2025,3,1571.15,0
75,721,3,46708.59,7006.29
76,2284,1,1377.32,206.6
77,1870,1,2505.92,250.59
78,2176,2,1883.45,753.38
78,2290,2,1850.89,185.09
78,2439,3,6858.77,3086.45
79,1827,2,924.37,92.44
79,2245,1,39616.12,3961.61
80,1136,3,1959.03,293.85
81,1125,2,7589.05,0
82,961,2,1028.3,0
82,1113,3,284.09,0
83,948,2,302.09,30.21
84,264,2,2978.08,0
84,877,2,2554.49,0
84,1700,1,5190.36,519.04
85,81,1,27819.91,4172.99
85,2393,3,8827.44,0
86,1598,3,1933.38,580.01
86,1717,3,4652.09,1395.63
87,2000,1,4212.3,0
88,119,2,20549.1,2054.91
88,1593,2,3558.56,711.71
89,523,3,85947.26,0
89,2549,2,1677.69,167.77
90,112,1,139504.48,20925.67
90,344,1,3816.98,0
90,1756,2,4543.7,0
91,1339,2,16783.7,0
91,1383,2,3840.76,0
92,1927,1,1595.08,159.51
93,1434,1,5183.54,259.18
94,128,3,703.21,0
94,165,1,43276.11,4327.61
94,1013,1,745.33,37.27
95,2311,1,240.19,12.01
96,688,3,4281.7,1284.51
96,1511,3,2444.24,366.64
97,1275,1,23851.99,1192.6
98,1538,1,29828.66,0
98,2359,2,1819.43,545.83
99,418,1,1804.49,180.45
99,995,3,7402.29,1110.34
99,1236,3,145081.69,43524.51
100,1755,3,433.33,65
100,2183,3,22728.57,0
101,1721,2,35827.87,0
102,627,3,4066.81,2440.09
102,1884,2,26715.43,0
103,2205,3,24915.32,3737.3
103,2523,2,1002.32,100.23
104,355,1,16932.64,1693.26
104,1006,2,711.32,213.4
105,1378,1,229.43,0
105,1553,2,1646.83,0
105,2500,1,4223.35,211.17
106,1146,2,1475.66,147.57
106,1395,3,16440.93,4932.28
107,351,3,206.48,61.94
107,783,3,4801.32,0
107,989,3,1560.43,234.06
108,71,2,2279.89,227.99
108,1836,2,790.46,79.05
108,2011,1,4718.54,0
109,1939,3,1480.46,0
109,2268,3,1792.58,268.89
110,1110,1,4864.5,486.45
110,1859,2,2091.04,0
111,490,3,14913.38,0
111,2195,1,7021.49,702.15
112,2149,1,1276.36,127.64
112,2415,3,3841.1,0
113,932,1,857.45,0
113,1479,3,6244.68,936.7
114,187,3,47724.72,0
114,224,1,1605.79,80.29
115,51,2,2355.29,0
115,421,3,668.49,0
116,211,2,194.34,58.3
117,268,3,2532.42,379.86
117,468,2,225.66,22.57
118,622,1,1373,137.3
119,349,1,372.97,18.65
119,1017,2,6966.22,696.62
120,925,2,6505.2,1951.56
120,1559,2,11800.49,0
120,2141,2,13515.96,4054.79
121,247,1,38893.77,1944.69
121,407,1,544.87,0
121,2498,2,1195.81,119.58
122,11,1,595.74,0
122,308,2,1129.52,112.95
122,642,3,22248.47,3337.27
123,292,3,4749.59,712.44
123,1159,3,23566.61,0
123,1860,2,3885.34,777.07
124,1742,1,3358.47,167.92
125,583,3,15713.31,7070.99
125,611,1,1807.29,0
125,1089,2,5125.01,512.5
126,510,3,1430.34,0
126,1920,2,489.16,146.75
127,1794,3,42977.61,0
127,2023,2,30658.87,6131.77
127,2212,1,36418.65,1820.93
128,938,3,15349.71,4604.91
129,85,1,43682.96,2184.15
129,1104,3,4896.43,0
129,2405,3,992.89,0
130,744,2,8551.17,855.12
130,2398,2,5846.78,2338.71
131,1426,2,107346.45,0
131,1673,1,868.4,130.26
132,1687,2,9311.01,931.1
132,2030,2,20311.96,4062.39
133,151,2,718.53,0
133,361,2,24277.05,7283.11
133,1863,1,248.55,49.71
134,2223,2,7922.6,0
135,2124,2,335.48,33.55
136,212,1,2825.47,423.82
136,1811,1,3644.96,0
137,498,3,21031.35,6309.4
137,1986,1,127583.12,25516.62
138,649,1,23835.07,1191.75
138,1273,1,21831.66,0
138,2257,1,4061.05,203.05
139,631,2,18637.42,5591.23
140,1120,2,44599.03,0
140,2085,2,6941.09,1388.22
141,593,3,2067.99,310.2
141,781,2,992.06,198.41
141,1572,1,2306.22,345.93
142,1393,2,9586.22,1917.24
142,2080,2,302.51,60.5
143,609,3,878.37,0
143,2006,2,25159.54,0
143,2376,2,1032.75,103.28
144,773,3,521.19,0
144,979,2,1114.37,0
145,1562,3,4417.59,2650.55
145,1582,2,4579.43,1831.77
145,1938,3,1454.73,436.42
146,2058,3,4343.8,0
147,1804,1,8273.13,413.66
148,63,2,146537.84,43961.35
148,591,1,121.04,0
149,1387,3,1179.63,0
149,1629,2,13153.07,3945.92
150,1298,1,97656.59,0
150,1557,3,4368.27,0
150,1999,3,1199.58,539.81
151,371,2,16729.73,6691.89
152,412,3,49842.45,0
152,682,1,2735.88,0
152,1818,1,2543.38,0
153,597,3,3919.41,587.91
153,1765,1,869.82,43.49
154,697,1,35024.81,0
155,987,1,859.29,0
155,2539,2,24277.4,7283.22
156,1041,3,10746.7,0
156,1046,3,5475.03,821.25
156,1883,2,46709.01,14012.7
157,1810,2,8490.17,3396.07
158,1025,1,1221.13,244.23
158,1738,2,2613.87,522.77
159,437,2,9455.4,945.54
159,972,3,3310.9,0
160,90,3,7943.73,2383.12
160,1210,2,686.23,0
160,1622,1,13649.41,2047.41
161,943,3,1573.35,0
161,1173,1,1187.03,59.35
161,2035,3,2213.97,664.19
162,162,3,44505.35,0
162,398,1,998.44,49.92
162,561,2,470.88,94.18
163,1339,1,16783.7,0
163,1702,3,33509.64,15079.34
164,2056,2,2675.44,802.63
164,2175,2,1481.8,296.36
165,1209,1,3948.65,197.43
165,1388,1,4519.03,0
166,1628,3,23502.89,0
167,58,3,124948.19,0
167,1084,2,597.56,59.76
168,1074,3,94426.14,42491.76
168,1561,2,4065.85,0
168,2395,1,4619.63,230.98
169,907,2,1022.88,102.29
169,1344,3,630.4,0
169,2499,2,2778.64,833.59
170,573,1,3039.59,455.94
171,476,3,20057.96,0
171,2018,1,49689.01,0
172,1520,2,1676.56,167.66
172,2213,3,33264.31,0
173,406,3,1243.17,0
173,2005,2,43085.51,0
174,890,2,6279.76,2511.9
174,1817,2,7865.41,0
175,1470,2,5112.63,0
175,1505,1,29184.11,0
175,2231,1,61100.87,12220.17
176,2446,1,6027.55,0
177,516,3,22950.41,0
177,998,3,1629.52,0
178,955,2,1392.68,278.54
179,12,1,6367.88,318.39
179,593,1,2067.99,0
179,1136,1,1959.03,0
180,975,2,1002.31,0
180,2412,2,1957.08,0
181,466,3,862.22,129.33
181,1725,3,27600.7,0
181,2155,2,7945.29,1589.06
182,908,3,552.99,82.95
182,2064,3,1043.64,0
183,128,2,703.21,140.64
183,250,2,4814.18,481.42
184,302,1,15053.75,0
184,1817,1,7865.41,0
185,2247,3,2298.87,344.83
185,2398,3,5846.78,0
186,2071,2,4666.35,0
186,2480,3,1361.04,0
187,881,2,2506.04,0
187,1762,2,1832.66,0
187,2259,2,2081.42,624.43
188,390,2,3706.15,370.62
188,1281,2,17115.79,6846.32
188,1749,3,39433.11,17744.9
189,374,1,28787.46,0
190,1527,1,12574.24,628.71
191,501,2,479.29,143.79
191,1351,3,593.12,266.9
191,2301,2,3126.84,0
192,211,2,194.34,0
192,1179,3,2588.27,388.24
192,2460,1,3395.52,169.78
193,444,2,20050.31,4010.06
194,471,3,875.9,0
194,1142,2,26965.44,5393.09
195,108,1,1663.47,0
195,2281,3,1804.55,0
195,2514,3,21690.71,9760.82
196,1392,1,23361.5,0
196,1438,1,142473.17,7123.66
197,286,3,11128.45,1669.27
197,582,1,1494.15,0
198,882,2,301.8,0
198,1541,2,29882.95,0
198,1720,2,23366.22,4673.24
199,216,1,1302.88,0
199,348,3,1029.11,0
199,2443,1,473.96,0
200,1737,2,5693.28,0
200,1990,1,2554.8,255.48
200,2487,1,4798.66,0
201,1161,3,24440.88,3666.13
202,1264,3,851.83,0
202,2159,1,6317.56,0
203,1235,1,26613.73,2661.37
204,1186,1,3777.49,0
204,1344,3,630.4,0
205,1558,3,1496.78,449.03
206,296,2,1584.63,475.39
206,1451,1,2617.76,0
206,2289,2,1350.68,405.2
207,1759,3,3363.46,0
207,2359,3,1819.43,0
208,1660,1,19522.07,3904.41
209,2532,2,34656.08,6931.22
210,361,1,24277.05,0
210,1789,3,1365.12,0
211,1622,2,13649.41,2729.88
212,1365,1,986.65,0
213,468,1,225.66,33.85
213,2089,3,395.97,118.79
213,2174,2,100495.43,0
214,422,1,3820.41,0
215,2468,1,1157.38,115.74
216,309,2,819.87,163.97
216,726,3,803.04,0
216,2024,3,5944.54,891.68
217,619,2,1564.91,156.49
217,1295,2,32227.52,3222.75
217,1324,2,5867.25,0
218,304,1,1716.07,0
218,2079,2,705.02,70.5
219,315,3,3347.6,502.14
219,370,2,21435.83,2143.58
220,169,3,3465.91,0
220,1843,3,4242.61,636.39
220,2342,1,1802.9,360.58
221,424,3,3527.02,0
221,1407,3,1173.65,0
222,1794,2,42977.61,4297.76
223,651,2,2989.77,0
223,1491,2,229.84,22.98
223,1528,1,6280.77,628.08
224,270,2,1933.29,0
224,1351,3,593.12,266.9
224,1371,1,27895.21,1394.76
225,334,3,943.7,141.56
225,616,3,1421.04,213.16
225,1366,2,621.61,0
226,529,3,1213.84,546.23
226,2438,2,4917.43,491.74
227,524,2,16452.78,1645.28
227,1346,1,3632.11,181.61
227,2157,1,2132.91,0
228,878,2,545.83,163.75
229,787,1,4310.72,0
229,928,2,198.56,39.71
230,2080,3,302.51,90.75
231,155,1,25615.18,1280.76
231,1380,1,1610.96,0
231,2532,3,34656.08,10396.82
232,1793,1,11614.17,0
233,973,2,1937.9,387.58
233,1820,2,2223.25,0
233,2501,1,4727.36,0
234,795,3,28238.41,12707.28
234,1507,2,29457.14,2945.71
235,1565,3,942.82,0
235,2060,1,1720.8,172.08
236,214,1,1367.4,136.74
236,567,3,8909.4,1336.41
236,1025,2,1221.13,122.11
237,344,2,3816.98,0
237,511,1,3946.23,0
237,1168,3,2685.8,0
238,1848,2,3814.26,1144.28
239,219,3,2269.88,0
239,1624,2,20306.46,8122.58
240,116,3,26583.24,3987.49
240,920,2,1295.89,388.77
241,564,1,7557.99,0
242,569,2,23479.77,2347.98
242,1922,1,4904.62,0
243,613,3,158.01,71.1
244,456,2,886.04,88.6
244,1734,1,4781.71,0
244,2162,2,18839.76,0
245,258,1,36672.79,1833.64
245,455,3,6152.69,0
245,1873,2,953.85,95.39
246,1194,2,43206.36,0
247,986,2,4641.32,0
247,2338,3,24604.65,0
248,278,3,2601.32,390.2
248,2155,3,7945.29,1191.79
249,179,2,4631.45,0
249,1926,3,22425.71,0
250,1463,1,2138.75,0
251,425,1,5850.28,0
251,1362,3,192.6,0
251,2384,3,1102.08,0
252,747,1,5637.32,0
252,1904,1,6885.5,0
252,1961,2,4165.04,0
253,172,2,1568.97,470.69
254,1632,2,3170.29,0
254,1940,2,4351.17,1305.35
254,2225,3,7784.01,0
255,1360,2,5913.85,0
256,1639,2,2917.36,0
256,1790,3,19976.81,0
257,2033,3,6892.74,1033.91
258,339,1,4973.93,248.7
258,1093,1,3283.14,0
258,1739,2,365.73,0
259,1211,2,1817.61,181.76
259,1256,2,1341.4,0
260,1440,1,68502.77,6850.28
260,1832,2,1099.74,109.97
261,235,2,1846.72,0
261,1125,1,7589.05,379.45
262,128,2,703.21,0
262,585,1,7682.65,0
262,656,3,103271.53,15490.73
263,1484,1,7662.82,383.14
263,1501,3,6044.35,0
263,1569,2,330.55,0
264,2351,1,82723.99,4136.2
265,1142,1,26965.44,2696.54
265,1288,1,13155.42,2631.08
266,1586,2,1089.22,217.84
266,2121,3,1875.2,0
267,2507,2,1372,137.2
268,503,2,4441.59,0
268,820,1,3982.78,597.42
269,360,1,16609.28,830.46
269,1310,2,259.16,77.75
269,1824,3,849.56,0
270,714,2,712.92,71.29
271,824,1,3702.5,0
272,108,3,1663.47,249.52
272,1479,2,6244.68,1248.94
273,354,3,48176.98,0
273,532,1,2974.1,0
273,2507,3,1372,411.6
274,303,3,8611.82,0
274,2355,1,4083.38,816.68
275,1412,3,130544.8,19581.72
275,2120,1,2718.3,407.75
276,529,2,1213.84,121.38
277,509,3,2911.47,0
278,664,2,29941.13,8982.34
279,1418,3,1464.36,658.96
280,1027,1,1262.74,63.14
281,513,3,3597.02,539.55
281,1125,3,7589.05,1138.36
281,1241,3,1271.75,572.29
282,702,3,2630.61,394.59
283,169,2,3465.91,346.59
283,1383,1,3840.76,0
283,2309,3,1267.63,380.29
284,125,2,5035.56,503.56
284,1707,2,14232.99,4269.9
284,2532,3,34656.08,0
285,1219,1,3843.84,0
285,1664,1,2829.52,141.48
285,1858,2,4397.82,439.78
286,589,2,672.89,134.58
286,2485,2,4538.69,1361.61
287,536,1,7585.61,0
287,1634,2,708.17,70.82
288,502,2,4269.43,0
288,1096,1,1313.37,0
289,1713,1,4176.52,417.65
289,2521,1,1585.27,317.05
290,653,2,4902.91,490.29
290,778,2,3071.39,307.14
290,1281,2,17115.79,6846.32
291,1611,3,1721.8,258.27
292,882,3,301.8,0
293,1153,2,1674.56,167.46
294,1171,2,1704.56,0
294,1928,1,527.51,52.75
294,2199,2,2329.52,465.9
295,186,3,16732.37,0
295,1499,2,6485.31,0
296,302,3,15053.75,0
296,1183,3,3408.47,511.27
296,1583,3,3771.85,565.78
297,528,1,20608.46,0
298,1498,3,18628,0
298,2285,1,3037.57,0
299,186,1,16732.37,0
300,1941,2,1500.36,0
300,2128,3,1771.34,0
301,666,2,3216.11,321.61
301,1305,3,1514.87,454.46
301,1610,3,1666.66,500
302,1228,1,4782.99,956.6
302,2007,2,18695.25,3739.05
302,2306,2,42492.01,0
303,110,3,54332.52,16299.76
303,1261,2,718.99,0
303,2445,3,57439.8,8615.97
304,211,1,194.34,9.72
304,1968,2,7147.75,0
304,2391,3,19459.76,2918.96
305,130,1,3200.43,0
305,993,3,2980.33,0
305,2346,2,3237.04,0
306,836,3,3672.61,1652.67
306,1681,3,45854.27,13756.28
306,2056,3,2675.44,0
307,2298,2,1063.65,425.46
308,1544,2,48447.09,14534.13
308,2153,2,5613.34,2245.34
309,1452,3,4907.38,736.11
309,2238,3,123651.29,37095.39
310,1083,1,4986.57,997.31
310,1984,1,127756.26,19163.44
310,2499,2,2778.64,277.86
311,850,2,14752.18,1475.22
311,1184,3,3767.29,1130.19
312,500,2,4247.89,849.58
312,1121,3,49307.14,7396.07
312,1179,2,2588.27,776.48
313,1190,1,3265.12,0
314,324,3,7902.55,0
314,1419,2,428.63,0
314,1812,3,2420.34,0
315,448,3,2574.61,1158.57
315,563,1,26664,0
315,1113,3,284.09,85.23
316,954,1,3374.35,0
317,412,1,49842.45,9968.49
317,1935,3,27281.71,8184.51
318,1667,3,3284.39,1477.98
319,817,3,450.14,0
319,1956,2,1373.93,0
320,2352,1,59408.65,2970.43
321,153,1,2057.54,308.63
321,718,1,19189.47,3837.89
321,1712,2,4337.06,867.41
322,1186,1,3777.49,0
323,440,3,8897.97,1334.7
323,1373,2,23389.06,7016.72
323,2469,2,3561.1,356.11
324,2066,2,10208.36,0
325,1355,1,1046.68,104.67
326,58,1,124948.19,0
326,763,2,146632.01,14663.2
326,1054,3,2167.1,0
327,1661,2,7218.9,0
327,1752,3,2180.72,0
327,2111,1,502.09,25.1
328,28,2,22297.96,0
329,1094,2,1402.34,140.23
329,1351,3,593.12,0
330,255,3,44166.31,6624.95
330,968,2,7921.41,0
330,1473,3,7603.03,0
331,481,1,7304.96,1460.99
331,1209,2,3948.65,0
331,1274,2,18570.67,1857.07
332,1531,2,3823.82,764.76
332,1704,3,31868.97,9560.69
332,2482,3,1418.04,212.71
333,2441,1,1190.08,59.5
334,320,3,9625.44,4331.45
334,1482,1,6505.8,0
334,2311,1,240.19,12.01
335,674,2,22345.23,6703.57
336,477,3,4031.9,604.78
336,842,1,1769.94,265.49
337,228,1,7751.78,387.59
337,1858,2,4397.82,439.78
338,90,3,7943.73,0
338,1263,1,1426.43,142.64
338,1894,2,25085.14,0
339,262,1,626.31,125.26
339,1412,3,130544.8,78326.88
340,130,2,3200.43,0
340,1176,1,4740.51,474.05
341,1534,2,2857,0
341,1567,3,3978.62,2387.17
341,1722,2,45391.77,13617.53
342,486,3,2533.51,1520.11
342,545,1,1023.61,204.72
342,1425,2,127761.08,12776.11
343,94,2,6048.51,604.85
344,1738,1,2613.87,130.69
344,2179,1,4427.2,0
344,2231,2,61100.87,12220.17
345,132,1,6802.1,0
345,463,3,1134.83,340.45
345,1718,1,16502.24,0
346,1829,3,133.35,20
347,1003,3,1323.8,0
348,960,1,1217.92,121.79
348,2211,1,40312.68,0
349,960,2,1217.92,121.79
349,2360,3,1782.47,534.74
350,1237,1,136777.99,27355.6
351,906,2,1994.17,0
351,1231,1,4650.17,232.51
351,1694,3,2667.69,1200.46
352,2031,3,17776.19,2666.43
352,2277,1,1852.15,370.43
353,1306,1,3304.74,0
353,1673,2,868.4,0
353,1706,1,49137.07,4913.71
354,1232,3,1022.87,0
355,237,2,578.93,231.57
355,2304,3,42369.3,6355.4
356,995,1,7402.29,0
356,1045,1,7756.98,1163.55
357,379,3,22800.84,6840.25
357,2194,1,25378.05,0
358,162,3,44505.35,0
358,2470,3,2117.79,635.34
358,2478,1,3102.82,0
359,1364,2,731.29,292.52
360,868,1,275.26,55.05
361,1962,1,4772.98,238.65
362,838,3,4125.68,0
362,981,3,1181.63,177.24
362,1625,2,28999.64,0
363,1072,3,24251.66,10913.25
363,1474,2,1492.43,0
364,833,1,1086.37,108.64
364,1312,1,9410.48,470.52
364,1924,2,1385.74,0
365,1069,3,4051.39,1823.13
366,625,1,2887.39,144.37
366,1210,2,686.23,68.62
366,1711,1,29885.42,0
367,1055,2,20159.12,2015.91
367,1383,3,3840.76,576.11
367,2002,3,10400.73,3120.22
368,574,3,4742.01,711.3
369,2221,3,683.94,410.36
370,139,1,1541.37,0
370,199,3,30096.92,0
370,305,3,239.12,0
371,2072,2,2229.87,0
372,1980,3,14812.36,0
372,1999,1,1199.58,59.98
372,2526,1,18519.89,0
373,1175,3,4735.5,710.33
373,2195,1,7021.49,351.07
374,439,1,7871.94,393.6
375,787,3,4310.72,646.61
376,1095,1,2884.28,0
376,1626,2,20004.84,2000.48
377,926,2,2999.73,299.97
378,130,1,3200.43,0
379,1950,3,3590.43,0
379,2264,1,832.64,41.63
380,1357,1,5519.87,827.98
380,1778,3,18359.62,11015.77
381,942,1,2232.17,334.83
382,1111,3,2671.5,400.73
382,1948,3,1176.58,529.46
382,2322,1,989.08,148.36
383,735,2,1267.96,0
384,2405,1,992.89,99.29
385,316,3,4237.81,1271.34
385,1226,2,2305.89,230.59
385,1632,1,3170.29,158.51
386,574,2,4742.01,0
386,1359,3,5476.96,1643.09
386,1573,3,3650.07,1095.02
387,312,3,4301.6,2580.96
387,951,2,7520.32,752.03
388,122,2,18270.77,1827.08
388,1337,3,22493.39,0
389,1538,3,29828.66,4474.3
389,2266,2,222.79,0
390,2534,2,32693.98,6538.8
391,302,1,15053.75,0
391,337,3,1860.33,0
391,1098,2,1942.99,0
392,375,1,24752.22,3712.83
393,1105,1,2916.85,0
393,1475,1,3438.84,0
394,1672,3,1644.99,246.75
394,2099,2,834.78,83.48
394,2273,1,29134.16,0
395,51,1,2355.29,235.53
395,1578,2,4502.84,0
396,995,1,7402.29,370.11
396,2135,2,17766.44,0
396,2343,1,1175.3,0
397,260,1,1199.67,0
398,1228,1,4782.99,0
398,1984,1,127756.26,12775.63
399,2433,1,2690.88,134.54
399,2526,1,18519.89,0
400,1361,2,21591.93,4318.39
400,2541,2,1034.87,0
401,558,3,1828.28,0
401,2435,2,16388.56,0
402,728,2,1939.5,0
402,1632,3,3170.29,475.54
403,993,2,2980.33,596.07
403,1335,2,1574.93,0
403,1541,3,29882.95,0
404,111,2,99196.97,19839.39
404,737,3,3092.62,463.89
404,2254,3,13936.95,0
405,1676,3,5296.99,794.55
406,992,2,3199.23,639.85
406,1035,1,20856.37,0
406,1241,3,1271.75,0
407,1642,1,1534.03,153.4
407,1963,3,12095.97,1814.4
407,2385,3,11090.26,0
408,2200,3,4871.32,2192.09
408,2433,1,2690.88,269.09
409,682,3,2735.88,410.38
409,1455,1,3002.41,150.12
409,2510,2,17247.05,6898.82
410,434,1,2204.95,110.25
410,1764,1,939.62,0
411,2286,1,1041.65,0
411,2357,3,3862.8,579.42
411,2378,2,13577.84,1357.78
412,101,1,600.6,0
412,618,2,1521.65,0
412,1413,2,128574.61,38572.38
413,581,2,3297.84,329.78
413,1278,2,1325.3,132.53
413,1427,1,133484.44,6674.22
414,1307,3,3752.65,0
414,1854,1,1564.27,0
415,448,3,2574.61,0
415,674,1,22345.23,1117.26
416,1747,2,21829.95,2182.99
416,2294,2,94.02,0
417,1771,2,6956.6,0
418,809,2,3168.09,0
418,1842,3,33169.25,0
418,2426,2,2075.79,415.16
419,2365,1,34817.33,3481.73
420,766,1,13912.58,695.63
420,1336,2,4528.62,452.86
420,1499,2,6485.31,648.53
421,1284,3,9459.9,0
421,1592,2,549.35,54.94
421,2446,1,6027.55,0
422,1219,1,3843.84,192.19
422,2418,2,4600.77,0
422,2517,2,4607.66,0
423,580,2,1923.02,0
423,2093,1,839.74,41.99
424,761,3,66924.76,10038.71
424,1994,3,1854.7,834.62
425,2273,1,29134.16,1456.71
426,767,2,14608.41,2921.68
427,40,3,2639.84,395.98
427,220,2,1256.47,0
427,1471,2,6295.33,2518.13
428,1703,2,16315.62,0
428,2015,3,41201.2,12360.36
429,127,1,5748.69,0
429,904,3,4443.24,0
429,1197,2,125480.7,12548.07
430,2093,2,839.74,167.95
430,2252,1,37522.91,1876.15
431,171,1,1774.24,354.85
431,2221,3,683.94,0
432,1014,2,4206.18,1261.85
433,1843,2,4242.61,0
434,1799,1,3086.47,308.65
435,860,3,15471.96,2320.79
436,1754,1,950.81,95.08
436,2500,1,4223.35,211.17
437,2336,2,6315.35,631.53
438,690,3,3668.91,0
438,1326,3,16137.09,9682.25
438,2207,3,12221.81,0
439,391,1,3822.45,764.49
439,556,3,1935.16,0
439,1686,1,24332.78,0
440,1014,3,4206.18,0
440,1320,2,543.74,0
440,1609,2,1466.25,0
441,382,2,4709.93,470.99
442,1512,2,2569.11,0
442,1863,1,248.55,37.28
443,382,1,4709.93,470.99
443,1468,2,5202.34,1040.47
443,1878,2,17001.82,0
444,1100,2,6371.98,0
444,1323,3,17258.26,0
445,199,2,30096.92,0
445,1408,1,1103.81,0
446,1808,2,4688.84,0
447,541,2,37896.45,0
447,829,3,656.39,0
448,338,3,2989.49,0
448,1026,2,189.22,18.92
449,960,3,1217.92,0
449,1252,2,4415.3,441.53
450,1954,1,19036.08,0
451,2128,3,1771.34,0
452,1408,1,1103.81,220.76
453,542,1,7684.92,0
453,1957,1,10850,1085
454,423,2,5018.39,0
455,562,1,3449.05,172.45
455,1568,3,1494.94,0
456,35,2,4348.89,869.78
456,2308,3,41546.4,0
456,2500,3,4223.35,1267.01
457,1813,1,3975.97,0
457,2524,1,22342.45,0
458,2415,3,3841.1,0
459,573,1,3039.59,0
459,1289,1,13688.81,0
460,1168,1,2685.8,134.29
460,2458,3,3997.19,0
460,2489,3,3552.31,1598.54
461,773,3,521.19,0
461,1211,1,1817.61,0
461,1605,1,307.25,15.36
462,291,2,1004.09,0
462,2164,3,20676.88,0
462,2433,1,2690.88,538.18
463,299,1,567.16,85.07
