customer_id,product_id,added_date,moved_to_cart
7069,1322,2026-04-16 21:47:23,False
8368,399,2024-01-09 01:59:20,False
8944,1300,2025-08-05 00:12:27,False
1227,1441,2026-07-16 12:03:21,False
5400,374,2023-09-04 15:02:00,False
1675,512,2024-01-28 13:21:49,False
4182,8,2023-09-01 22:35:01,True
2475,362,2023-11-25 10:38:10,False
1144,1833,2026-05-23 20:36:26,True
6841,1987,2024-02-18 05:39:57,True
5159,1472,2023-12-26 21:16:54,False
8570,1758,2024-08-12 10:46:46,False
5050,1612,2024-06-06 23:55:27,False
7349,588,2026-07-13 02:09:41,False
4021,519,2024-02-12 10:32:53,True
2090,1155,2025-10-16 21:51:40,False
6776,848,2025-12-19 03:48:41,False
1009,590,2025-12-02 06:16:18,False
5555,1547,2025-04-10 17:50:34,False
372,1983,2026-06-13 18:41:45,True
396,629,2025-05-02 14:36:33,False
7521,2019,2024-11-02 18:26:42,True
8597,76,2026-06-11 22:45:07,True
1638,398,2024-11-25 18:58:25,False
6902,2505,2025-06-20 23:25:30,True
9656,526,2026-07-01 01:36:49,True
9093,1424,2024-04-09 20:52:44,False
9585,33,2024-05-12 03:12:09,False
5316,2249,2024-11-17 08:33:41,False
3581,2166,2025-03-24 22:50:25,False
1925,2172,2023-11-16 14:16:33,False
7881,1371,2024-04-27 05:40:17,False
6838,62,2024-05-25 11:40:11,False
6762,1182,2023-10-18 02:26:25,False
4700,2521,2024-10-21 00:02:56,True
3775,2423,2025-11-09 08:32:48,False
365,341,2024-03-09 06:45:59,False
1561,1513,2023-08-11 04:08:29,True
508,692,2025-08-19 14:18:42,False
8849,5,2024-11-06 06:11:44,True
4281,12,2025-04-13 08:53:51,False
7861,8,2025-07-12 04:21:40,True
6685,1251,2026-05-28 06:18:34,False
4056,624,2024-07-03 21:33:03,False
5410,2044,2025-10-28 19:48:08,False
4986,2039,2024-05-18 23:44:09,False
3318,1374,2024-06-18 16:35:44,False
299,1046,2024-09-11 19:01:38,False
3722,2300,2023-08-07 10:16:36,False
8666,1114,2025-04-22 22:13:43,False
7004,1804,2025-01-02 01:00:11,False
2154,38,2026-01-05 18:35:12,False
9626,2366,2025-10-19 06:14:38,True
7322,15,2024-06-08 22:29:37,False
1095,1217,2024-09-06 16:46:28,False
4272,319,2025-05-25 03:49:38,False
804,435,2025-10-29 02:11:34,True
6453,156,2024-05-09 04:29:07,True
1145,2067,2025-05-24 13:47:12,True
1056,561,2025-03-02 07:53:20,False
8540,192,2024-03-12 18:10:27,False
2699,837,2024-04-08 02:27:40,False
9059,2363,2024-05-08 13:53:31,True
4828,442,2024-04-10 20:24:41,False
3376,213,2024-07-28 21:58:29,False
9601,636,2025-06-23 12:05:57,True
1681,818,2026-03-24 14:53:24,False
9287,359,2025-09-21 20:20:53,False
4198,124,2025-04-09 23:37:43,False
4567,1995,2023-11-04 03:24:55,False
1778,2363,2024-10-05 01:39:05,False
1396,2400,2024-05-11 23:50:50,False
6230,316,2024-05-30 19:42:37,True
1556,1077,2024-07-20 05:48:40,False
4156,893,2026-02-21 02:40:32,False
1657,1752,2025-03-22 06:16:36,True
1916,1651,2026-02-23 02:23:51,True
3459,141,2024-08-14 02:45:30,True
2703,2346,2024-03-16 22:30:21,True
3075,1415,2024-11-01 22:09:27,False
6431,271,2025-08-08 18:24:04,False
1614,1461,2024-05-13 11:39:21,False
2316,1185,2026-05-18 20:35:12,True
8619,708,2026-04-19 03:41:59,False
3997,767,2025-11-30 06:56:30,False
8294,1501,2025-04-05 14:03:27,False
6342,39,2024-05-11 23:05:06,False
2204,672,2024-11-07 19:04:10,True
462,1891,2025-08-09 05:16:15,False
2676,1724,2026-07-26 03:07:34,False
9074,1086,2024-01-12 01:07:10,False
1347,1470,2023-08-30 04:30:11,False
4355,250,2024-12-15 22:18:20,True
7017,58,2024-06-08 04:36:19,False
2571,999,2025-04-17 01:57:36,False
8230,2315,2024-10-19 11:40:00,False
771,2418,2024-05-18 12:29:11,False
7468,1772,2023-11-11 12:38:42,True
9858,1426,2025-09-01 17:22:50,False
5463,2094,2023-09-30 13:10:44,False
1775,445,2025-06-17 23:40:47,False
1000,175,2024-12-23 11:18:57,True
6758,185,2024-11-01 18:11:26,False
827,571,2024-03-01 13:55:18,True
1800,1,2025-10-08 15:41:30,False
2396,1748,2026-07-25 19:48:58,True
1144,2157,2023-11-02 12:40:12,False
9585,189,2024-07-20 09:43:24,True
6219,210,2024-01-13 20:00:44,False
4123,1917,2025-02-09 02:43:28,False
2634,38,2025-02-26 08:03:52,False
9248,107,2023-12-16 02:03:40,False
3977,548,2024-07-17 11:35:38,True
2639,891,2024-03-26 17:00:58,True
4901,2,2026-07-09 07:24:39,False
7836,1144,2024-02-13 06:44:16,False
1460,1097,2026-05-21 01:55:55,True
6099,37,2024-05-20 04:05:19,True
4148,1189,2024-08-31 00:29:42,False
7498,1625,2024-01-21 04:39:48,True
2330,1278,2025-05-20 13:14:37,False
2932,1248,2024-11-04 14:37:11,False
3829,1175,2023-09-25 22:53:39,False
8258,1839,2023-10-02 21:24:26,False
7000,265,2026-01-18 16:29:26,False
1228,363,2025-06-01 02:15:12,False
9461,288,2024-12-07 10:05:10,False
4980,36,2024-12-01 08:50:14,True
2046,834,2024-08-18 15:10:10,False
5527,1096,2025-09-06 09:59:27,False
3440,1813,2023-12-31 08:10:34,True
1261,397,2024-01-28 15:07:13,False
9095,346,2024-05-21 01:47:10,False
4587,642,2024-02-09 17:36:25,True
4341,926,2025-05-24 04:13:53,True
3142,91,2026-01-25 01:02:09,True
5029,163,2024-11-04 10:48:11,False
571,543,2025-03-19 23:28:02,False
6299,1095,2024-01-26 19:19:52,True
4614,1781,2026-02-10 08:05:28,False
4433,585,2024-04-27 21:46:19,True
3008,1032,2024-09-03 06:54:59,False
1116,1951,2025-05-02 19:21:24,False
329,1614,2024-10-16 14:02:09,True
2121,1374,2025-02-05 09:37:21,True
1301,304,2026-01-22 15:37:19,False
5611,1338,2025-03-16 01:41:43,False
3821,2549,2025-03-29 21:19:50,True
2240,1291,2025-08-05 12:33:00,False
431,1773,2026-04-15 13:33:18,False
9165,1123,2024-04-09 21:49:07,False
2909,79,2023-12-29 13:54:53,True
4260,1995,2025-01-21 19:21:24,True
3575,1240,2024-06-27 17:39:54,True
2008,236,2024-09-22 07:52:38,False
5496,1887,2025-10-31 20:47:23,False
5606,92,2025-11-16 08:05:55,False
5086,2409,2025-09-14 01:44:38,False
2063,868,2025-04-02 00:20:03,True
2375,1308,2024-01-23 02:12:36,False
5674,2465,2025-12-18 17:30:26,False
4976,719,2025-09-19 08:39:48,False
9378,2032,2026-05-18 05:15:16,True
2673,1358,2024-12-29 15:08:09,True
9538,702,2023-10-01 06:42:42,True
2997,2464,2026-04-30 14:44:13,False
4190,1386,2024-10-20 22:53:30,False
6898,1548,2026-05-16 17:31:46,False
6837,1292,2023-08-31 11:09:22,False
9656,254,2025-05-14 16:32:50,False
2424,1874,2026-02-01 00:58:23,False
142,218,2025-04-08 00:37:16,False
7423,964,2026-07-13 00:29:01,False
4256,64,2023-12-13 09:28:33,False
5008,2112,2023-09-13 23:59:58,True
4900,1452,2026-07-20 20:01:42,False
1373,1020,2024-08-28 20:25:57,False
725,75,2025-07-20 18:53:20,True
7290,1009,2025-03-04 09:31:57,False
1006,4,2026-02-06 09:25:53,False
131,1784,2023-08-11 04:02:37,False
4344,393,2026-05-12 16:34:28,True
5242,598,2026-04-13 01:31:56,True
4442,1417,2023-10-05 07:50:02,True
1063,458,2024-06-16 19:47:23,False
1127,278,2026-03-10 07:18:46,False
1022,55,2024-01-01 22:59:40,False
8132,240,2024-02-22 23:58:55,True
474,238,2023-12-21 20:35:17,True
2308,63,2024-03-08 23:28:56,False
381,1757,2024-10-28 18:27:11,False
9290,121,2025-10-04 05:30:43,True
6919,2435,2024-10-22 13:08:40,False
9918,1021,2026-03-05 15:38:36,True
8761,27,2025-09-02 06:47:17,False
217,2536,2023-10-16 01:25:23,False
7378,139,2023-10-12 19:45:14,True
8638,1313,2025-11-19 16:46:52,True
3652,1969,2025-02-27 12:52:26,True
9016,1519,2025-06-25 13:23:28,False
2623,134,2025-09-07 00:13:44,False
479,39,2024-02-02 00:38:37,True
3050,165,2024-08-12 12:56:44,False
2094,1030,2023-08-16 11:25:00,True
560,1991,2024-12-07 14:55:03,False
4036,842,2023-10-06 00:05:14,True
5901,485,2026-06-08 11:45:55,False
4978,1736,2026-07-12 19:11:08,False
2450,2020,2025-05-03 03:44:48,False
8076,1395,2024-08-10 02:26:20,False
3606,2525,2025-11-06 01:49:39,False
3630,1,2024-12-07 19:01:39,True
1177,2110,2025-05-13 04:32:08,False
1505,31,2024-10-20 22:22:37,False
4460,437,2025-06-24 01:30:23,False
3912,2021,2025-01-13 04:19:26,False
7316,67,2025-04-01 01:13:38,True
4056,1967,2025-06-13 01:22:44,False
8435,325,2023-11-09 18:21:43,True
9519,219,2026-06-19 00:01:51,False
2712,620,2025-08-20 08:27:25,False
5238,2337,2023-08-06 06:30:48,True
2505,1470,2025-03-08 03:31:52,True
7142,143,2024-05-22 23:28:18,False
2663,76,2024-10-28 15:23:52,True
4853,1240,2023-08-19 01:08:41,False
535,100,2024-01-20 06:45:08,True
7384,1050,2024-12-03 14:11:15,True
4379,106,2026-04-11 13:01:13,False
6986,977,2024-04-21 16:26:25,False
5409,870,2025-11-01 09:02:14,False
9354,1060,2026-05-08 04:14:36,True
2484,412,2024-12-23 03:16:07,False
1168,1737,2026-07-24 07:17:44,False
5222,262,2023-10-29 16:44:50,False
5450,100,2023-10-23 03:41:25,False
4702,881,2025-09-23 13:56:22,False
1086,497,2025-06-28 23:59:06,True
795,738,2024-02-01 11:19:37,False
9938,620,2024-11-03 22:49:12,False
3576,100,2025-10-16 09:42:15,False
6628,1195,2026-07-04 09:32:12,False
2680,658,2025-02-25 07:02:11,False
9225,1473,2024-11-03 20:07:47,True
2323,989,2024-02-21 03:45:43,True
2427,4,2026-02-10 12:15:01,False
1702,1582,2024-12-05 17:39:22,True
9870,503,2023-09-06 09:29:42,True
8422,373,2024-04-29 01:33:43,False
3360,1608,2024-12-28 02:16:07,True
4779,1840,2024-05-17 22:06:30,True
2603,2061,2023-08-20 10:16:19,False
80,309,2023-10-29 07:20:07,False
8164,1091,2023-11-25 16:36:03,False
1397,1551,2023-10-04 10:58:14,True
8297,697,2025-12-06 13:37:48,False
4132,1546,2025-03-04 12:17:21,True
7706,1794,2025-01-17 15:37:54,False
9183,1331,2024-08-11 19:17:24,False
7473,752,2026-06-01 23:54:31,False
9202,37,2025-01-27 01:10:56,True
2439,1200,2025-12-13 02:58:21,False
8821,259,2025-01-22 04:04:25,False
2021,146,2025-04-26 18:09:25,False
661,1121,2024-07-27 18:04:35,True
4027,1176,2024-05-08 02:01:19,True
6771,85,2024-08-15 17:07:42,False
1996,949,2024-08-21 01:36:42,False
1730,630,2026-07-19 22:18:25,False
8332,2028,2025-01-26 21:56:57,True
5333,1177,2025-08-24 22:48:54,False
3586,124,2023-08-18 18:21:58,False
3569,716,2023-12-30 07:00:24,False
927,276,2025-12-08 20:41:14,False
2285,2293,2025-03-14 19:20:47,True
8468,131,2024-06-03 10:49:03,False
802,1520,2024-08-06 19:01:19,True
8587,1716,2025-04-27 11:47:03,True
8478,66,2026-05-18 19:26:21,False
6634,778,2023-10-24 01:52:32,False
6636,561,2026-06-05 08:09:52,True
8996,320,2025-08-08 01:25:00,False
2342,10,2023-10-05 19:36:11,True
9703,513,2026-01-24 03:15:30,False
8368,705,2025-03-30 23:30:02,False
4212,2272,2024-12-01 00:46:06,False
1578,667,2025-10-16 18:13:51,True
2847,295,2024-10-01 19:26:50,False
9134,205,2024-03-03 12:43:01,False
3551,1639,2025-06-26 15:38:36,True
5763,1532,2023-11-13 11:35:29,False
9258,457,2025-10-15 21:37:05,False
3982,2428,2026-07-18 19:20:44,False
1477,1135,2023-12-12 20:52:11,True
4563,2461,2025-04-14 09:18:42,True
123,1767,2024-09-09 05:33:51,True
7021,2064,2026-01-23 03:21:25,True
2168,2208,2023-12-13 07:51:43,True
9831,153,2025-11-13 09:05:15,True
7293,2272,2025-04-05 15:56:39,False
3951,685,2025-09-13 18:10:31,True
3915,2448,2025-01-25 23:11:39,True
2090,1725,2025-03-21 19:32:43,True
372,993,2026-04-13 02:20:22,False
7529,167,2025-05-24 23:14:05,False
6871,2445,2024-10-11 12:10:36,False
6785,529,2024-08-09 03:05:10,False
6287,2456,2026-01-31 07:26:22,True
6211,1400,2023-08-28 07:57:10,False
1894,320,2024-09-07 20:18:43,False
870,842,2023-10-21 13:47:03,False
7826,760,2024-07-24 10:45:28,False
7808,1579,2024-08-23 21:24:57,True
8002,1985,2023-08-22 09:52:10,True
4646,58,2025-07-01 01:02:29,False
4370,74,2024-01-02 18:05:27,False
4635,375,2026-05-12 02:59:29,False
4190,1187,2025-05-26 12:42:06,False
8944,103,2023-11-14 20:36:16,False
7844,1206,2024-03-18 04:36:44,False
3671,1163,2026-05-26 05:43:04,True
8831,1582,2025-08-28 03:38:24,True
1099,664,2024-02-20 05:27:57,True
5597,543,2026-01-30 10:34:30,True
848,139,2024-01-17 10:58:41,False
3901,37,2025-09-14 07:59:41,False
6578,1803,2023-08-06 00:31:21,True
7830,1047,2025-05-04 16:09:52,True
8945,1229,2024-11-19 11:52:55,True
3497,1980,2025-04-17 11:18:14,False
9784,50,2024-06-16 23:23:19,True
83,1403,2025-11-06 05:42:47,True
3838,2276,2025-06-17 07:21:43,False
1577,2348,2025-08-23 10:04:02,False
8521,1134,2024-12-18 19:31:43,True
9186,2139,2025-03-30 20:32:14,True
9223,247,2025-06-11 19:22:54,False
8155,15,2026-06-02 11:09:09,False
3391,196,2026-01-20 04:06:07,True
9358,1869,2025-08-04 12:22:56,False
470,1104,2025-11-29 14:47:53,True
1282,238,2023-10-03 08:15:05,True
8585,1563,2025-03-04 21:37:03,False
7973,77,2025-08-08 10:25:24,True
7547,1775,2024-11-26 11:31:10,False
4254,839,2024-10-09 03:47:44,False
